year,circuit,lap,rank,rider,time,gap
2014,ARA,7,9,41,1M49.972S,8.493S
2014,ARA,7,10,38,1M50.282S,11.433S
2014,ARA,7,11,45,1M50.908S,12.331S
2014,ARA,7,12,68,1M51.576S,14.091S
2014,ARA,7,13,8,1M51.216S,14.331S
2014,ARA,7,14,69,1M51.565S,15.745S
2014,ARA,7,15,7,1M51.170S,15.975S
2014,ARA,7,16,9,1M51.695S,17.738S
2014,ARA,7,17,15,1M51.615S,18.304S
2014,ARA,7,18,23,1M52.835S,23.933S
2014,ARA,7,19,63,1M53.462S,30.722S
2014,ARA,7,20,70,1M52.144S,30.768S
2014,ARA,8,1,93,1M49.364S,
2014,ARA,8,2,99,1M49.148S,0.089S
2014,ARA,8,3,26,1M49.393S,0.817S
2014,ARA,8,4,4,1M50.147S,4.705S
2014,ARA,8,5,6,1M50.769S,6.661S
2014,ARA,8,6,35,1M51.248S,8.365S
2014,ARA,8,7,44,1M53.981S,8.391S
2014,ARA,8,8,19,1M50.125S,8.535S
2014,ARA,8,9,41,1M50.093S,9.222S
2014,ARA,8,10,38,1M50.356S,12.425S
2014,ARA,8,11,45,1M51.164S,14.131S
2014,ARA,8,12,68,1M51.286S,16.013S
2014,ARA,8,13,8,1M51.391S,16.358S
2014,ARA,8,14,7,1M51.193S,17.804S
2014,ARA,8,15,69,1M51.557S,17.938S
2014,ARA,8,16,9,1M51.532S,19.906S
2014,ARA,8,17,15,1M51.438S,20.378S
2014,ARA,8,18,23,1M53.000S,27.569S
2014,ARA,8,19,70,1M52.402S,33.806S
2014,ARA,8,20,63,1M53.420S,34.778S
2014,ARA,9,1,99,1M49.491S,
2014,ARA,9,2,93,1M49.749S,0.169S
2014,ARA,9,3,26,1M49.575S,0.812S
2014,ARA,9,4,4,1M50.056S,5.181S
2014,ARA,9,5,6,1M50.549S,7.630S
2014,ARA,9,6,44,1M50.307S,9.118S
2014,ARA,9,7,35,1M50.585S,9.370S
2014,ARA,9,8,19,1M50.556S,9.511S
2014,ARA,9,9,41,1M50.615S,10.257S
2014,ARA,9,10,38,1M50.675S,13.520S
2014,ARA,9,11,45,1M51.167S,15.718S
2014,ARA,9,12,68,1M51.619S,18.052S
2014,ARA,9,13,8,1M51.865S,18.643S
2014,ARA,9,14,7,1M51.190S,19.414S
2014,ARA,9,15,69,1M51.679S,20.037S
2014,ARA,9,16,9,1M51.608S,21.934S
2014,ARA,9,17,15,1M51.567S,22.365S
2014,ARA,9,18,23,1M53.621S,31.610S
2014,ARA,9,19,70,1M52.460S,36.686S
2014,ARA,9,20,63,1M53.301S,38.499S
2014,ARA,10,1,99,1M49.394S,
2014,ARA,10,2,93,1M49.379S,0.154S
2014,ARA,10,3,26,1M49.429S,0.847S
2014,ARA,10,4,4,1M50.165S,5.952S
2014,ARA,10,5,6,1M50.639S,8.875S
2014,ARA,10,6,44,1M50.069S,9.793S
2014,ARA,10,7,19,1M50.090S,10.207S
2014,ARA,10,8,35,1M50.460S,10.436S
2014,ARA,10,9,41,1M50.329S,11.192S
2014,ARA,10,10,38,1M50.515S,14.641S
2014,ARA,10,11,45,1M51.533S,17.857S
2014,ARA,10,12,68,1M51.715S,20.373S
2014,ARA,10,13,8,1M51.378S,20.627S
2014,ARA,10,14,7,1M51.392S,21.412S
2014,ARA,10,15,69,1M51.820S,22.463S
2014,ARA,10,16,9,1M51.829S,24.369S
2014,ARA,10,17,15,1M51.472S,24.443S
2014,ARA,10,18,23,1M53.855S,36.071S
2014,ARA,10,19,70,1M52.614S,39.906S
2014,ARA,10,20,63,1M53.687S,42.792S
2014,ARA,11,1,99,1M49.543S,
2014,ARA,11,2,93,1M49.460S,0.071S
2014,ARA,11,3,26,1M49.326S,0.630S
2014,ARA,11,4,4,1M50.551S,6.960S
2014,ARA,11,5,6,1M50.936S,10.268S
2014,ARA,11,6,44,1M50.209S,10.459S
2014,ARA,11,7,19,1M50.032S,10.696S
2014,ARA,11,8,35,1M50.571S,11.464S
2014,ARA,11,9,41,1M50.193S,11.842S
2014,ARA,11,10,38,1M49.978S,15.076S
2014,ARA,11,11,45,1M51.932S,20.246S
2014,ARA,11,12,68,1M51.286S,22.116S
2014,ARA,11,13,8,1M51.563S,22.647S
2014,ARA,11,14,7,1M51.146S,23.015S
2014,ARA,11,15,69,1M51.506S,24.426S
2014,ARA,11,16,9,1M51.613S,26.439S
2014,ARA,11,17,15,1M51.755S,26.655S
2014,ARA,11,18,23,1M54.026S,40.554S
2014,ARA,11,19,70,1M52.890S,43.253S
2014,ARA,11,20,63,1M53.710S,46.959S
2014,ARA,12,1,93,1M49.271S,
2014,ARA,12,2,99,1M49.767S,0.425S
2014,ARA,12,3,26,1M49.396S,0.684S
2014,ARA,12,4,4,1M50.541S,8.159S
2014,ARA,12,5,44,1M50.596S,11.713S
2014,ARA,12,6,6,1M51.031S,11.957S
2014,ARA,12,7,19,1M50.945S,12.299S
2014,ARA,12,8,35,1M50.519S,12.641S
2014,ARA,12,9,41,1M50.797S,13.297S
2014,ARA,12,10,38,1M50.141S,15.875S
2014,ARA,12,11,45,1M51.671S,22.575S
2014,ARA,12,12,68,1M51.492S,24.266S
2014,ARA,12,13,8,1M51.487S,24.792S
2014,ARA,12,14,7,1M51.747S,25.420S
2014,ARA,12,15,69,1M51.765S,26.849S
2014,ARA,12,16,15,1M52.497S,29.810S
2014,ARA,12,17,9,1M52.842S,29.939S
2014,ARA,12,18,23,1M55.392S,46.604S
2014,ARA,12,19,70,1M53.491S,47.402S
2014,ARA,12,20,63,1M54.580S,52.197S
2014,ARA,13,1,93,1M49.590S,
2014,ARA,13,2,99,1M49.775S,0.610S
2014,ARA,13,3,26,1M49.966S,1.060S
2014,ARA,13,4,4,1M50.612S,9.181S
2014,ARA,13,5,44,1M50.695S,12.818S
2014,ARA,13,6,6,1M51.416S,13.783S
2014,ARA,13,7,19,1M51.553S,14.262S
2014,ARA,13,8,35,1M51.237S,14.288S
2014,ARA,13,9,41,1M50.790S,14.497S
2014,ARA,13,10,38,1M50.739S,17.024S
2014,ARA,13,11,45,1M52.542S,25.527S
2014,ARA,13,12,68,1M52.298S,26.974S
2014,ARA,13,13,8,1M52.890S,28.092S
2014,ARA,13,14,7,1M52.371S,28.201S
2014,ARA,13,15,69,1M53.102S,30.361S
2014,ARA,13,16,9,1M52.918S,33.267S
2014,ARA,13,17,15,1M53.228S,33.448S
2014,ARA,13,18,23,1M54.903S,51.917S
2014,ARA,13,19,70,1M54.393S,52.205S
2014,ARA,13,20,63,1M55.208S,57.815S
2014,ARA,14,1,93,1M50.541S,
2014,ARA,14,2,99,1M50.080S,0.149S
2014,ARA,14,3,26,1M50.008S,0.527S
2014,ARA,14,4,4,1M50.701S,9.341S
2014,ARA,14,5,44,1M50.385S,12.662S
2014,ARA,14,6,35,1M51.211S,14.958S
2014,ARA,14,7,19,1M51.551S,15.272S
2014,ARA,14,8,41,1M51.473S,15.429S
2014,ARA,14,9,6,1M52.321S,15.563S
2014,ARA,14,10,38,1M50.282S,16.765S
2014,ARA,14,11,45,1M52.959S,27.945S
2014,ARA,14,12,68,1M51.891S,28.324S
2014,ARA,14,13,7,1M52.681S,30.341S
2014,ARA,14,14,8,1M53.540S,31.091S
2014,ARA,14,15,69,1M52.752S,32.572S
2014,ARA,14,16,9,1M52.289S,35.015S
2014,ARA,14,17,15,1M52.306S,35.213S
2014,ARA,14,18,23,1M55.179S,56.555S
2014,ARA,14,19,70,1M55.195S,56.859S
2014,ARA,14,20,63,1M55.190S,1M02.464S
2014,ARA,15,1,99,1M49.692S,
2014,ARA,15,2,93,1M50.440S,0.599S
2014,ARA,15,3,26,1M50.469S,1.155S
2014,ARA,15,4,4,1M51.004S,10.504S
2014,ARA,15,5,44,1M50.619S,13.440S
2014,ARA,15,6,41,1M52.151S,17.739S
2014,ARA,15,7,19,1M52.351S,17.782S
2014,ARA,15,8,35,1M52.789S,17.906S
2014,ARA,15,9,6,1M52.546S,18.268S
2014,ARA,15,10,38,1M51.410S,18.334S
2014,ARA,15,11,68,1M52.642S,31.125S
2014,ARA,15,12,45,1M53.535S,31.639S
2014,ARA,15,13,7,1M52.608S,33.108S
2014,ARA,15,14,8,1M54.260S,35.510S
2014,ARA,15,15,69,1M53.673S,36.404S
2014,ARA,15,16,9,1M52.225S,37.399S
2014,ARA,15,17,15,1M52.202S,37.574S
2014,ARA,15,18,23,1M55.837S,1M02.551S
2014,ARA,15,19,70,1M56.670S,1M03.688S
2014,ARA,15,20,63,1M57.167S,1M09.790S
2014,ARA,16,1,93,1M54.794S,
2014,ARA,16,2,26,1M54.402S,0.164S
2014,ARA,16,3,99,1M55.924S,0.531S
2014,ARA,16,4,4,1M51.650S,6.761S
2014,ARA,16,5,44,1M51.995S,10.042S
2014,ARA,16,6,41,1M52.917S,15.263S
2014,ARA,16,7,35,1M52.933S,15.446S
2014,ARA,16,8,38,1M52.922S,15.863S
2014,ARA,16,9,19,1M53.555S,15.944S
2014,ARA,16,10,6,1M53.685S,16.560S
2014,ARA,16,11,68,1M53.548S,29.280S
2014,ARA,16,12,7,1M52.799S,30.514S
2014,ARA,16,13,45,1M54.671S,30.917S
2014,ARA,16,14,9,1M53.212S,35.218S
2014,ARA,16,15,69,1M54.677S,35.688S
2014,ARA,16,16,8,1M56.478S,36.595S
2014,ARA,16,17,15,1M54.594S,36.775S
2014,ARA,16,18,23,1M58.011S,1M05.169S
2014,ARA,16,19,70,1M58.223S,1M06.518S
2014,ARA,16,20,63,2M00.109S,1M14.506S
2014,ARA,17,1,26,1M57.955S,
2014,ARA,17,2,93,1M58.245S,0.126S
2014,ARA,17,3,99,1M58.908S,1.320S
2014,ARA,17,4,4,1M55.315S,3.957S
2014,ARA,17,5,44,1M56.095S,8.018S
2014,ARA,17,6,35,1M56.694S,14.021S
2014,ARA,17,7,38,1M57.092S,14.836S
2014,ARA,17,8,19,1M57.283S,15.108S
2014,ARA,17,9,6,1M56.877S,15.318S
2014,ARA,17,10,41,2M02.051S,19.195S
2014,ARA,17,11,68,1M56.884S,28.045S
2014,ARA,17,12,7,1M57.509S,29.90S
2014,ARA,17,13,45,2M01.768S,34.56S
2014,ARA,17,14,9,1M59.777S,36.87S
2014,ARA,17,15,8,2M03.559S,42.03S
2014,ARA,17,16,69,2M04.583S,42.15S
2014,ARA,17,17,15,2M08.139S,46.79S
2014,ARA,17,18,23,2M12.941S,1M19.99S
2014,ARA,17,19,70,2M12.693S,1M21.09S
2014,ARA,17,20,63,2M34.308S,1M50.69S
2014,ARA,18,1,26,2M03.287S,
2014,ARA,18,2,93,2M03.348S,0.18S
2014,ARA,18,3,99,2M04.742S,2.77S
2014,ARA,18,4,4,2M05.446S,6.11S
2014,ARA,18,5,44,2M06.005S,10.73S
2014,ARA,18,6,38,2M10.676S,22.22S
2014,ARA,18,7,35,2M12.539S,23.27S
2014,ARA,18,8,6,2M12.761S,24.79S
2014,ARA,18,9,19,2M13.298S,25.11S
2014,ARA,18,10,7,2M10.130S,36.74S
2014,ARA,18,11,9,2M07.987S,41.57S
2014,ARA,18,12,41,2M26.874S,42.78S
2014,ARA,18,13,45,2M19.016S,50.29S
2014,ARA,18,14,8,2M20.478S,59.22S
2014,ARA,18,15,68,2M40.615S,1M05.37S
2014,ARA,18,16,69,2M32.043S,1M10.90S
2014,ARA,18,17,15,2M35.084S,1M18.59S
2014,ARA,18,18,23,2M27.286S,1M43.99S
2014,ARA,18,19,70,2M33.878S,1M51.68S
2014,ARA,18,20,63,3M06.745S,2M54.15S
2014,ARA,19,1,93,2M08.845S,
2014,ARA,19,2,26,2M11.016S,1.98S
2014,ARA,19,3,99,2M17.557S,11.30S
2014,ARA,19,4,44,2M19.781S,21.48S
2014,ARA,19,5,41,2M04.503S,38.25S
2014,ARA,19,6,35,2M28.710S,42.95S
2014,ARA,19,7,6,2M27.823S,43.58S
2014,ARA,19,8,38,2M31.346S,44.53S
2014,ARA,19,9,19,2M31.035S,47.12S
2014,ARA,19,10,9,2M22.866S,55.41S
2014,ARA,19,11,7,2M33.398S,1M01.11S
2014,ARA,19,12,69,2M05.613S,1M07.48S
2014,ARA,19,13,45,2M33.814S,1M15.07S
2014,ARA,19,14,15,2M08.384S,1M17.94S
2014,ARA,19,15,68,2M34.964S,1M31.30S
2014,ARA,19,16,8,2M54.285S,1M44.47S
2014,ARA,19,17,23,2M36.757S,2M11.71S
2014,ARA,19,18,70,2M38.776S,2M21.42S
2014,ARA,19,19,63,2M11.641S,2M56.76S
2014,ARA,20,1,93,2M15.979S,
2014,ARA,20,2,99,2M28.344S,23.66S
2014,ARA,20,3,41,2M04.514S,26.78S
2014,ARA,20,4,35,2M03.077S,30.04S
2014,ARA,20,5,6,2M03.415S,31.01S
2014,ARA,20,6,44,2M31.354S,36.86S
2014,ARA,20,7,38,2M08.620S,37.18S
2014,ARA,20,8,19,2M10.247S,41.39S
2014,ARA,20,9,7,2M06.298S,51.43S
2014,ARA,20,10,69,2M05.257S,56.76S
2014,ARA,20,11,45,2M06.607S,1M05.70S
2014,ARA,20,12,26,3M21.877S,1M07.88S
2014,ARA,20,13,15,2M07.239S,1M09.20S
2014,ARA,20,14,9,2M30.925S,1M10.35S
2014,ARA,20,15,68,2M34.568S,1M49.89S
2014,ARA,20,16,70,2M12.779S,2M18.22S
2014,ARA,20,17,23,2M46.112S,2M41.848S
2014,ARA,20,18,63,2M11.528S,2M52.311S
2014,ARA,20,19,8,4M17.283S,3M45.783S
2014,ARA,21,1,99,2M03.050S,
2014,ARA,21,2,41,2M04.447S,4.520S
2014,ARA,21,3,35,2M03.907S,7.241S
2014,ARA,21,4,6,2M03.287S,7.591S
2014,ARA,21,5,44,2M07.617S,17.762S
2014,ARA,21,6,38,2M07.546S,18.011S
2014,ARA,21,7,19,2M07.409S,22.084S
2014,ARA,21,8,7,2M05.719S,30.436S
2014,ARA,21,9,69,2M05.870S,35.922S
2014,ARA,21,10,93,3M03.127S,36.412S
2014,ARA,21,11,45,2M05.895S,44.885S
2014,ARA,21,12,15,2M07.243S,49.732S
2014,ARA,21,13,9,2M06.296S,49.937S
2014,ARA,21,14,26,2M32.878S,1M14.045S
2014,ARA,21,15,68,2M04.666S,1M27.845S
2014,ARA,21,16,70,2M12.696S,2M04.208S
2014,ARA,21,17,23,2M16.778S,2M31.911S
2014,ARA,21,18,63,2M09.735S,2M35.331S
2014,ARA,21,19,8,2M14.255S,3M33.323S
2014,ARA,22,1,99,2M02.198S,
2014,ARA,22,2,41,2M04.861S,7.183S
2014,ARA,22,3,35,2M03.670S,8.713S
2014,ARA,22,4,6,2M03.990S,9.383S
2014,ARA,22,5,38,2M08.169S,23.982S
2014,ARA,22,6,44,2M08.526S,24.090S
2014,ARA,22,7,19,2M06.072S,25.958S
2014,ARA,22,8,7,2M05.074S,33.312S
2014,ARA,22,9,69,2M04.705S,38.429S
2014,ARA,22,10,45,2M06.332S,49.019S
2014,ARA,22,11,9,2M06.998S,54.737S
2014,ARA,22,12,15,2M07.885S,55.419S
2014,ARA,22,13,93,2M33.577S,1M07.791S
2014,ARA,22,14,26,2M07.465S,1M19.312S
2014,ARA,22,15,68,2M09.635S,1M35.282S
2014,ARA,22,16,70,2M16.766S,2M18.776S
2014,ARA,22,17,63,2M11.427S,2M44.560S
2014,ARA,22,18,23,2M14.926S,2M44.639S
2014,ARA,22,19,8,2M09.827S,3M40.952S
2014,ARA,23,1,99,2M02.053S,
2014,ARA,23,2,41,2M05.165S,10.295S
2014,ARA,23,3,35,2M03.652S,10.312S
2014,ARA,23,4,6,2M04.388S,11.718S
2014,ARA,23,5,38,2M07.554S,29.483S
2014,ARA,23,6,44,2M07.649S,29.686S
2014,ARA,23,7,19,2M05.858S,29.763S
2014,ARA,23,8,7,2M06.582S,37.841S
2014,ARA,23,9,69,2M06.581S,42.957S
2014,ARA,23,10,45,2M06.971S,53.937S
2014,ARA,23,11,9,2M07.140S,59.824S
2014,ARA,23,12,15,2M07.352S,1M00.718S
2014,ARA,23,13,93,2M09.489S,1M15.227S
2014,ARA,23,14,26,2M07.267S,1M24.526S
2014,ARA,23,15,68,2M05.026S,1M38.255S
2014,ARG,1,1,99,1M43.125S,
2014,ARG,1,2,46,1M43.329S,0.204S
2014,ARG,1,3,26,1M43.394S,0.269S
2014,ARG,1,4,93,1M43.399S,0.274S
2014,ARG,1,5,4,1M43.476S,0.351S
2014,ARG,1,6,6,1M43.516S,0.391S
2014,ARG,1,7,29,1M43.604S,0.479S
2014,ARG,1,8,44,1M43.861S,0.736S
2014,ARG,1,9,38,1M44.109S,0.984S
2014,ARG,1,10,41,1M44.191S,1.066S
2014,ARG,1,11,68,1M44.479S,1.354S
2014,ARG,1,12,45,1M44.780S,1.655S
2014,ARG,1,13,17,1M44.979S,1.854S
2014,ARG,1,14,69,1M45.385S,2.260S
2014,ARG,1,15,51,1M45.653S,2.528S
2014,ARG,1,16,7,1M45.808S,2.683S
2014,ARG,1,17,63,1M46.043S,2.918S
2014,ARG,1,18,5,1M46.859S,3.734S
2014,ARG,1,19,23,1M47.506S,4.381S
2014,ARG,1,20,70,1M47.799S,4.674S
2014,ARG,1,21,8,1M48.050S,4.925S
2014,ARG,2,1,99,1M39.826S,
2014,ARG,2,2,4,1M40.290S,0.815S
2014,ARG,2,3,29,1M40.284S,0.937S
2014,ARG,2,4,46,1M40.658S,1.036S
2014,ARG,2,5,6,1M40.791S,1.356S
2014,ARG,2,6,93,1M40.992S,1.440S
2014,ARG,2,7,26,1M41.457S,1.900S
2014,ARG,2,8,44,1M41.274S,2.184S
2014,ARG,2,9,38,1M41.258S,2.416S
2014,ARG,2,10,68,1M41.325S,2.853S
2014,ARG,2,11,17,1M41.802S,3.830S
2014,ARG,2,12,69,1M41.601S,4.035S
2014,ARG,2,13,45,1M42.436S,4.265S
2014,ARG,2,14,51,1M41.755S,4.457S
2014,ARG,2,15,7,1M41.810S,4.667S
2014,ARG,2,16,63,1M42.117S,5.209S
2014,ARG,2,17,5,1M42.645S,6.553S
2014,ARG,2,18,8,1M41.861S,6.960S
2014,ARG,2,19,23,1M43.022S,7.577S
2014,ARG,2,20,70,1M43.313S,8.161S
2014,ARG,2,21,41,2M03.146S,24.386S
2014,ARG,3,1,99,1M40.203S,
2014,ARG,3,2,29,1M40.315S,1.049S
2014,ARG,3,3,46,1M40.305S,1.138S
2014,ARG,3,4,93,1M40.280S,1.517S
2014,ARG,3,5,6,1M40.527S,1.680S
2014,ARG,3,6,4,1M41.617S,2.229S
2014,ARG,3,7,26,1M40.622S,2.319S
2014,ARG,3,8,44,1M40.875S,2.856S
2014,ARG,3,9,38,1M40.905S,3.118S
2014,ARG,3,10,68,1M41.194S,3.844S
2014,ARG,3,11,17,1M41.762S,5.389S
2014,ARG,3,12,69,1M41.741S,5.573S
2014,ARG,3,13,45,1M41.758S,5.82S
2014,ARG,3,14,51,1M42.044S,6.29S
2014,ARG,3,15,7,1M41.945S,6.40S
2014,ARG,3,16,63,1M41.901S,6.90S
2014,ARG,3,17,8,1M42.029S,8.78S
2014,ARG,3,18,5,1M43.250S,9.60S
2014,ARG,3,19,23,1M42.688S,10.06S
2014,ARG,3,20,70,1M42.339S,10.29S
2014,ARG,3,21,41,1M42.098S,26.28S
2014,ARG,4,1,99,1M39.935S,
2014,ARG,4,2,93,1M39.418S,1.00S
2014,ARG,4,3,29,1M40.757S,1.87S
2014,ARG,4,4,46,1M40.806S,2.00S
2014,ARG,4,5,6,1M40.484S,2.22S
2014,ARG,4,6,26,1M40.438S,2.82S
2014,ARG,4,7,4,1M41.043S,3.33S
2014,ARG,4,8,44,1M41.067S,3.98S
2014,ARG,4,9,38,1M41.141S,4.32S
2014,ARG,4,10,68,1M41.548S,5.45S
2014,ARG,4,11,45,1M41.786S,7.67S
2014,ARG,4,12,69,1M42.126S,7.76S
2014,ARG,4,13,17,1M42.495S,7.94S
2014,ARG,4,14,7,1M41.853S,8.32S
2014,ARG,4,15,63,1M42.289S,9.26S
2014,ARG,4,16,51,1M43.387S,9.75S
2014,ARG,4,17,8,1M41.480S,10.33S
2014,ARG,4,18,5,1M42.028S,11.69S
2014,ARG,4,19,70,1M42.305S,12.66S
2014,ARG,4,20,23,1M42.963S,13.09S
2014,ARG,4,21,41,1M41.120S,27.46S
2014,ARG,5,1,99,1M40.229S,
2014,ARG,5,2,93,1M39.867S,0.63S
2014,ARG,5,3,29,1M40.160S,1.80S
2014,ARG,5,4,6,1M40.298S,2.29S
2014,ARG,5,5,26,1M40.122S,2.71S
2014,ARG,5,6,46,1M42.070S,3.85S
2014,ARG,5,7,4,1M40.968S,4.07S
2014,ARG,5,8,44,1M41.037S,4.79S
2014,ARG,5,9,38,1M40.996S,5.09S
2014,ARG,5,10,68,1M41.482S,6.71S
2014,ARG,5,11,45,1M41.509S,8.95S
2014,ARG,5,12,69,1M41.593S,9.12S
2014,ARG,5,13,17,1M41.741S,9.46S
2014,ARG,5,14,7,1M41.598S,9.69S
2014,ARG,5,15,63,1M42.286S,11.31S
2014,ARG,5,16,51,1M42.001S,11.52S
2014,ARG,5,17,8,1M41.972S,12.07S
2014,ARG,5,18,5,1M41.720S,13.18S
2014,ARG,5,19,70,1M41.904S,14.34S
2014,ARG,5,20,23,1M42.923S,15.78S
2014,ARG,5,21,41,1M41.148S,28.38S
2014,ARG,6,1,99,1M40.080S,
2014,ARG,6,2,93,1M39.868S,0.42S
2014,ARG,6,3,29,1M40.484S,2.20S
2014,ARG,6,4,6,1M40.283S,2.501S
2014,ARG,6,5,26,1M40.192S,2.827S
2014,ARG,6,6,46,1M40.400S,4.170S
2014,ARG,6,7,4,1M41.213S,5.209S
2014,ARG,6,8,38,1M41.082S,6.093S
2014,ARG,6,9,44,1M41.470S,6.186S
2014,ARG,6,10,68,1M41.686S,8.316S
2014,ARG,6,11,69,1M42.025S,11.073S
2014,ARG,6,12,17,1M41.908S,11.289S
2014,ARG,6,13,45,1M42.601S,11.472S
2014,ARG,6,14,7,1M42.007S,11.623S
2014,ARG,6,15,63,1M42.474S,13.712S
2014,ARG,6,16,51,1M42.495S,13.937S
2014,ARG,6,17,8,1M42.350S,14.344S
2014,ARG,6,18,5,1M41.943S,15.047S
2014,ARG,6,19,70,1M41.771S,16.033S
2014,ARG,6,20,23,1M42.684S,18.388S
2014,ARG,6,21,41,1M41.032S,29.337S
2014,ARG,7,1,99,1M40.108S,
2014,ARG,7,2,93,1M39.930S,0.248S
2014,ARG,7,3,6,1M40.449S,2.842S
2014,ARG,7,4,29,1M40.891S,2.989S
2014,ARG,7,5,26,1M40.491S,3.210S
2014,ARG,7,6,46,1M40.145S,4.207S
2014,ARG,7,7,4,1M41.073S,6.174S
2014,ARG,7,8,44,1M41.253S,7.331S
2014,ARG,7,9,38,1M41.725S,7.710S
2014,ARG,7,10,68,1M41.720S,9.928S
2014,ARG,7,11,69,1M41.236S,12.201S
2014,ARG,7,12,17,1M41.360S,12.541S
2014,ARG,7,13,45,1M41.446S,12.810S
2014,ARG,7,14,7,1M41.517S,13.032S
2014,ARG,7,15,51,1M42.335S,16.164S
2014,ARG,7,16,8,1M42.125S,16.361S
2014,ARG,7,17,63,1M42.997S,16.601S
2014,ARG,7,18,5,1M42.247S,17.186S
2014,ARG,7,19,70,1M41.933S,17.858S
2014,ARG,7,20,23,1M42.815S,21.095S
2014,ARG,7,21,41,1M41.296S,30.525S
2014,ARG,8,1,99,1M40.042S,
2014,ARG,8,2,93,1M40.077S,0.283S
2014,ARG,8,3,29,1M40.292S,3.239S
2014,ARG,8,4,26,1M40.200S,3.368S
2014,ARG,8,5,6,1M40.810S,3.610S
2014,ARG,8,6,46,1M40.008S,4.173S
2014,ARG,8,7,4,1M41.347S,7.479S
2014,ARG,8,8,38,1M41.140S,8.808S
2014,ARG,8,9,44,1M42.303S,9.592S
2014,ARG,8,10,68,1M41.695S,11.581S
2014,ARG,8,11,69,1M41.352S,13.511S
2014,ARG,8,12,7,1M41.942S,14.932S
2014,ARG,8,13,17,1M42.590S,15.089S
2014,ARG,8,14,45,1M42.472S,15.240S
2014,ARG,8,15,51,1M41.969S,18.091S
2014,ARG,8,16,8,1M42.035S,18.354S
2014,ARG,8,17,63,1M42.055S,18.614S
2014,ARG,8,18,5,1M42.199S,19.343S
2014,ARG,8,19,70,1M42.312S,20.128S
2014,ARG,8,20,23,1M42.908S,23.961S
2014,ARG,8,21,41,1M41.416S,31.899S
2014,ARG,9,1,99,1M40.066S,
2014,ARG,9,2,93,1M40.108S,0.325S
2014,ARG,9,3,26,1M40.259S,3.561S
2014,ARG,9,4,6,1M40.248S,3.792S
2014,ARG,9,5,29,1M40.842S,4.015S
2014,ARG,9,6,46,1M40.419S,4.526S
2014,ARG,9,7,4,1M41.328S,8.741S
2014,ARG,9,8,38,1M41.096S,9.838S
2014,ARG,9,9,44,1M41.298S,10.824S
2014,ARG,9,10,68,1M42.353S,13.868S
2014,ARG,9,11,69,1M41.956S,15.401S
2014,ARG,9,12,7,1M41.308S,16.174S
2014,ARG,9,13,17,1M41.546S,16.569S
2014,ARG,9,14,45,1M41.616S,16.790S
2014,ARG,9,15,51,1M41.940S,19.965S
2014,ARG,9,16,8,1M41.875S,20.163S
2014,ARG,9,17,63,1M41.935S,20.483S
2014,ARG,9,18,5,1M41.911S,21.188S
2014,ARG,9,19,70,1M42.004S,22.066S
2014,ARG,9,20,23,1M42.975S,26.870S
2014,ARG,9,21,41,1M41.073S,32.906S
2014,ARG,10,1,99,1M39.935S,
2014,ARG,10,2,93,1M40.020S,0.410S
2014,ARG,10,3,26,1M40.110S,3.736S
2014,ARG,10,4,6,1M40.093S,3.950S
2014,ARG,10,5,46,1M40.138S,4.729S
2014,ARG,10,6,29,1M40.856S,4.936S
2014,ARG,10,7,4,1M41.286S,10.092S
2014,ARG,10,8,38,1M40.683S,10.586S
2014,ARG,10,9,44,1M41.100S,11.989S
2014,ARG,10,10,68,1M42.035S,15.968S
2014,ARG,10,11,69,1M41.619S,17.085S
2014,ARG,10,12,7,1M41.201S,17.440S
2014,ARG,10,13,17,1M41.612S,18.246S
2014,ARG,10,14,45,1M41.639S,18.494S
2014,ARG,10,15,51,1M41.996S,22.026S
2014,ARG,10,16,8,1M41.921S,22.149S
2014,ARG,10,17,63,1M42.188S,22.736S
2014,ARG,10,18,5,1M42.045S,23.298S
2014,ARG,10,19,70,1M41.852S,23.983S
2014,ARG,10,20,23,1M42.907S,29.842S
2014,ARG,10,21,41,1M41.147S,34.118S
2014,ARG,11,1,99,1M39.828S,
2014,ARG,11,2,93,1M39.719S,0.301S
2014,ARG,11,3,26,1M39.975S,3.883S
2014,ARG,11,4,6,1M40.218S,4.340S
2014,ARG,11,5,46,1M40.029S,4.930S
2014,ARG,11,6,29,1M40.552S,5.660S
2014,ARG,11,7,4,1M41.286S,11.550S
2014,ARG,11,8,38,1M40.945S,11.703S
2014,ARG,11,9,44,1M41.496S,13.657S
2014,ARG,11,10,68,1M41.610S,17.750S
2014,ARG,11,11,69,1M41.516S,18.773S
2014,ARG,11,12,7,1M41.570S,19.182S
2014,ARG,11,13,17,1M41.427S,19.845S
2014,ARG,11,14,45,1M41.373S,20.039S
2014,ARG,11,15,8,1M42.119S,24.440S
2014,ARG,11,16,51,1M43.028S,25.226S
2014,ARG,11,17,63,1M42.566S,25.474S
2014,ARG,11,18,5,1M42.574S,26.044S
2014,ARG,11,19,70,1M42.155S,26.310S
2014,ARG,11,20,23,1M42.762S,32.776S
2014,ARG,11,21,41,1M41.165S,35.455S
2014,ARG,12,1,99,1M40.088S,
2014,ARG,12,2,93,1M39.962S,0.175S
2014,ARG,12,3,26,1M40.163S,3.958S
2014,ARG,12,4,6,1M40.299S,4.551S
2014,ARG,12,5,46,1M39.841S,4.683S
